Client ID,Client Name,Team,Recency,Frequency,Monetary Value,Subscription Length,AVG Month,รายได้/เดือน,Sale Volume,Lost Type,Lost Reason Criteria,Sale Volume Count,New Sales,Recontract,Recontract (Delay),Upgrade,Upsell,Win Back,Cluster
CL0001,บริษัท เอเซอร์ คอมพิวเตอร์ จำกัด,Lunar,26,8,1566615.0,13,32,48956.71875,"Recontract, Recontract, Recontract, Recontract, Recontract, New Sales, Recontract, New Sales",,,8,2,6,0,0,0,0,1
CL0007,บริษัท สตาร์ รีชเชอร์ส กรุ๊ป จำกัด,Solar,2,12,955000.0,44,25,38200.0,"New Sales, Win Back, Recontract, Recontract, Win Back, Win Back, Upsell, Win Back, Win Back, Win Back, Recontract (Delay), Win Back",,,12,1,2,1,0,1,7,3
CL0016,บริษัท อินทิเกรเต็ด คอมมูนิเคชั่น จำกัด,Pegasus,5,1,90000.0,6,5,18000.0,New Sales,,,1,1,0,0,0,0,0,0
CL0017,บริษัททรู คอร์ปอเรชั่น จำกัด (มหาชน),Other,26,1,1440000.0,12,26,55384.61538461538,Recontract,,,1,0,1,0,0,0,0,1
CL0042,องค์การกระจายเสียงและแพร่ภาพสาธารณะแห่งประเทศไทย,Lunar,21,1,520000.0,6,21,24761.904761904763,Upsell,,,1,0,0,0,0,1,0,4
CL0107,บริษัท ดับบลิวพีพี (ประเทศไทย) จำกัด – มายด์แชร์,Solar,10,2,329000.0,21,24,13708.333333333334,"New Sales, New Sales",Onetime by CXM,Onetime,2,2,0,0,0,0,0,3
CL0110,บริษัท คัสต้อม เอเซีย จำกัด,Lunar,2,3,146728.97,33,16,9170.560625,"New Sales, New Sales, Win Back",Adhoc by Sales,Adhoc,3,2,0,0,0,0,1,3
CL0120,สำนักงานกองทุนสนับสนุนการสร้างเสริมสุขภาพ (สสส.),Other,32,1,560747.66,7,32,17523.364375,Win Back,,,1,0,0,0,0,0,1,1
CL0127,บริษัท ออล อินเตอร์แอคทีฟ จำกัด,Lunar,23,4,245500.0,13,25,9820.0,"New Sales, Upsell, Win Back, Recontract (Delay)",,,4,1,0,1,0,1,1,1
CL0145,บริษัท อินเทจ (ประเทศไทย) จำกัด,Other,1,3,325000.0,14,6,54166.66666666666,"New Sales, New Sales, New Sales",,,3,3,0,0,0,0,0,0
CL0171,บริษัท เค อินโนเวชั่น จำกัด  ,Solar,14,4,714500.0,25,28,25517.85714285714,"Win Back, Recontract, Upsell, Recontract",,,4,0,2,0,0,1,1,3
CL0191,บริษัท ทรู อินเทอร์เน็ต คอร์ปอเรชั่น จำกัด (สำนักงานใหญ่),Solar,17,1,150000.0,2,17,8823.529411764706,Upsell,,,1,0,0,0,0,1,0,4
CL0196,บริษัท ฟู้ดแพชชั่น จำกัด,Pegasus,21,1,620000.0,12,24,25833.33333333333,New Sales,,,1,1,0,0,0,0,0,4
CL0206,บริษัท สรรพสินค้าเซ็นทรัล จำกัด สำนักงานใหญ่,Lunar,34,5,1540000.0,13,34,45294.117647058825,"New Sales, Upsell, Upsell, Upsell, Win Back",,,5,1,0,0,0,3,1,1
CL0208,ธนาคารแลนด์ แอนด์ เฮ้าส์ ,Lunar,34,1,470000.0,2,35,13428.57142857143,New Sales,,,1,1,0,0,0,0,0,1
CL0210,บริษัท วินเทอร์อีเจนซี่ จำกัด,Pegasus,28,3,740000.0,15,33,22424.242424242424,"New Sales, Recontract, Recontract",,,3,1,2,0,0,0,0,1
CL0214,บริษัท ไซมิส แอสเสท จำกัด (มหาชน),Lunar,26,1,265000.0,7,28,9464.285714285714,New Sales,,,1,1,0,0,0,0,0,1
CL0216,บริษัท เดนท์สุ (ประเทศไทย) จำกัด สำนักงานใหญ่,Lunar,7,4,600000.0,28,14,42857.142857142855,"Upsell, Upgrade, Upsell, Upsell",Onetime by CXM,Onetime,4,0,0,0,1,3,0,3
CL0218,บริษัท ทรู วิชั่นส์ กรุ๊ป จำกัด,Pegasus,20,5,420000.0,7,23,18260.869565217392,"New Sales, Recontract, Recontract (Delay), Recontract, Recontract",,,5,1,3,1,0,0,0,4
CL0228,บริษัท โตโยต้า มอเตอร์ ประเทศไทย จำกัด,Other,10,4,12228000.0,36,21,582285.7142857143,"Recontract, Recontract, Recontract, Recontract",,,4,0,4,0,0,0,0,2
CL0263,บริษัท ปูนซิเมนต์ไทย จำกัด (มหาชน),Pegasus,7,1,250000.0,1,7,35714.28571428572,New Sales,,,1,1,0,0,0,0,0,0
CL0275,บริษัท ดาวฤกษ์ คอมมูนิเคชั่นส์ จำกัด,Other,6,8,892200.0,32,24,37175.0,"Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, New Sales",,,8,1,7,0,0,0,0,3
CL0296,บริษัท แรบบิทแอนด์จอห์น จำกัด,Solar,17,2,254000.0,13,17,14941.176470588236,"Win Back, Recontract",,,2,0,1,0,0,0,1,4
CL0298,บริษัท ลอรีอัล (ประเทศไทย) จำกัด,Solar,35,1,5774000.0,12,35,164971.42857142858,Recontract,,,1,0,1,0,0,0,0,1
CL0308,บริษัท อยุธยา แคปปิตอล ออโต้ ลีส จำกัด (มหาชน) สำนักงานใหญ่,Draco,2,158,8039308.417,36,18,446628.2453888889,"Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract",,,158,0,158,0,0,0,0,5
CL0311,บริษัท เดอะ ไมเนอร์ ฟู้ด กรุ๊ป จำกัด (มหาชน),Other,24,9,1737654.0,14,28,62059.07142857143,"New Sales, New Sales, New Sales, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract",,,9,3,6,0,0,0,0,1
CL0313,บริษัท โลคัส เทเลคอมมูนิเคชั่น อิงค์ จำกัด,Pegasus,27,1,290000.0,12,27,10740.74074074074,Win Back,,,1,0,0,0,0,0,1,1
CL0323,บริษัท สินมั่นคงประกันภัย จำกัด (มหาชน),Pegasus,8,4,1756666.6667,36,18,97592.59259444445,"Recontract, Recontract, Recontract, Recontract",,,4,0,4,0,0,0,0,3
CL0327,บริษัท เบทเตอร์เวย์ (ประเทศไทย) จำกัด,Draco,31,2,275000.0,9,34,8088.235294117647,"New Sales, Recontract",,,2,1,1,0,0,0,0,1
CL0338,บริษัท ศูนย์พัฒนากลยุทธ์ทางธุรกิจ จำกัด,Other,35,1,14018.69,0,35,400.534,New Sales,,,1,1,0,0,0,0,0,1
CL0342,บริษัท คิสออฟบิวตี้ จำกัด (สำนักงานใหญ่),Pegasus,11,1,100000.0,12,14,7142.857142857143,New Sales,,,1,1,0,0,0,0,0,4
CL0348,บริษัท ครีเอเทลคอม จำกัด,Pegasus,17,1,320000.0,12,20,16000.0,New Sales,,,1,1,0,0,0,0,0,4
CL0363,บริษัท ดับบลิวพีพี (ประเทศไทย) จำกัด,Other,23,2,480000.0,21,25,19200.0,"New Sales, Recontract",,,2,1,1,0,0,0,0,1
CL0369,บริษัท ส. ขอนแก่นฟู้ดส์ จำกัด (มหาชน),Pegasus,6,1,290000.0,1,6,48333.333333333336,New Sales,,,1,1,0,0,0,0,0,0
CL0370,ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร,Lunar,2,3,3080000.0,48,19,162105.26315789475,"Recontract, Recontract, Recontract",หมดสัญญาปกติ,Competitor win,3,0,3,0,0,0,0,3
CL0378,เดอะ คอฟฟี่ คลับ (ประเทศไทย) จำกัด,Other,24,3,354196.0,14,30,11806.533333333333,"New Sales, Recontract, Recontract",,,3,1,2,0,0,0,0,1
CL0382,บริษัท สยามคูโบต้า ลีสซิ่ง จำกัด,Other,26,1,200000.0,12,26,7692.307692307692,Recontract,,,1,0,1,0,0,0,0,1
CL0387,บริษัท บอนเซย์ เจเดน (ไทยแลนด์) จำกัด,Lunar,12,1,150000.0,6,14,10714.285714285714,New Sales,หมดสัญญาปกติ,ตัด/ลด งบ,1,1,0,0,0,0,0,4
CL0398,บริษัท กอริลล่าไอเดีย จำกัด,Draco,9,5,127000.0,28,18,7055.555555555556,"Win Back, New Sales, Win Back, Win Back, Win Back",,,5,1,0,0,0,0,4,3
CL0406,บริษัทซีทีซี ซิสเทมส์ จำกัด,Other,28,1,3360000.0,12,28,120000.0,Recontract,,,1,0,1,0,0,0,0,1
CL0407,บริษัท แบรนด์ ซันโทรี่ (ประเทศไทย) จำกัด ,Lunar,34,1,215000.0,6,38,5657.894736842105,New Sales,,,1,1,0,0,0,0,0,1
CL0423,บริษัท เคอรี่ เอ็กซ์เพรส (ประเทศไทย) จำกัด (มหาชน)),Other,8,3,1055000.0,25,15,70333.33333333333,"New Sales, Recontract, Upgrade",,,3,1,1,0,1,0,0,3
CL0424,บริษัท หลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,Other,26,1,1200000.0,12,26,46153.84615384616,Recontract,,,1,0,1,0,0,0,0,1
CL0426,บริษัท บางกอก เว็บ โซลูชั่น จำกัด (สำนักงานใหญ่),Pegasus,31,1,150000.0,0,31,4838.709677419355,New Sales,,,1,1,0,0,0,0,0,1
CL0449,บริษัท ว๊อตส์ ออน ยัวร์ มายด์ จำกัด (สำนักงานใหญ่),Pegasus,22,1,60000.0,2,22,2727.2727272727275,New Sales,,,1,1,0,0,0,0,0,4
CL0451,บริษัท บริทาเนีย จำกัด (มหาชน),Lunar,4,10,1089999.96,35,17,64117.644705882354,"Recontract, Upsell, Upsell, Recontract, Recontract, Recontract (Delay), New Sales, Recontract, Recontract (Delay), Recontract (Delay)",หมดสัญญาปกติ,ตัด/ลด งบ,10,1,4,3,0,2,0,3
CL0462,สำนักงานนวัตกรรมแห่งชาติ (องค์การมหาชน),Other,32,1,467289.72,0,32,14602.80375,New Sales,,,1,1,0,0,0,0,0,1
CL0464,บริษัท บีอีซีไอ คอร์ปอเรชั่น จำกัด,Other,14,4,3550500.0,24,23,154369.5652173913,"Recontract, Recontract, Upgrade, Recontract",,,4,0,3,0,1,0,0,3
CL0470,"360 Pin Ta Le Co., Ltd.",Other,22,2,703179.36,24,28,25113.54857142857,"Recontract, Recontract",,,2,0,2,0,0,0,0,1
CL0473,บริษัท โซดีแอค 12.12.12 จำกัด (สำนักงานใหญ่),Lunar,30,1,200000.0,12,30,6666.666666666667,Recontract,,,1,0,1,0,0,0,0,1
CL0475,บริษัท สปอร์ บางกอก จำกัด,Lunar,28,1,1650000.0,12,28,58928.57142857143,Recontract,,,1,0,1,0,0,0,0,1
CL0488,บริษัท คิธ แอนด์ คิน คอมมิวนิเคชั่น แอนด์ คอนซัลแตนท์ จำกัด,Solar,26,3,410000.0,15,30,13666.666666666666,"Recontract, Recontract, Recontract",,,3,0,3,0,0,0,0,1
CL0503,บริษัท พันช์อัพ เวิลด์ จำกัด,Solar,34,1,180000.0,2,34,5294.117647058823,New Sales,,,1,1,0,0,0,0,0,1
CL0519,ธนาคาร ซีไอเอ็มบี ไทย จำกัด (มหาชน),Solar,2,2,1700000.0,24,8,212500.0,"New Sales, Recontract (Delay)",,,2,1,0,1,0,0,0,3
CL0521,บริษัท ดี อินเทลลิเจ็นซ์ จำกัด,Lunar,26,2,229500.0,12,28,8196.42857142857,"Recontract, Recontract",,,2,0,2,0,0,0,0,1
CL0526,บริษัท ดีทีเค เเอ็ด จำกัด (สำนักงานใหญ่),Pegasus,27,1,60000.0,3,29,2068.9655172413795,New Sales,,,1,1,0,0,0,0,0,1
CL0529,มหาวิทยาลัยศรีปทุม,Other,3,7,195000.0,32,19,10263.157894736842,"New Sales, New Sales, New Sales, New Sales, New Sales, New Sales, New Sales",,,7,7,0,0,0,0,0,3
CL0533,บริษัท อินโฟเควสท์ จำกัด,Other,25,2,1800000.0,25,31,58064.51612903226,"Recontract, Recontract",,,2,0,2,0,0,0,0,1
CL0535,ไอโซบาร์ (ประเทศไทย) (สาขาที่ 00010),Lunar,31,1,138000.0,12,36,3833.3333333333335,New Sales,,,1,1,0,0,0,0,0,1
CL0540,บริษัท เกรย์ (ประเทศไทย) จำกัด,Other,31,1,348000.0,12,37,9405.405405405403,Win Back,,,1,0,0,0,0,0,1,1
CL0548,บริษัท ทรู จีเอส จำกัด,Lunar,28,5,494000.0,15,31,15935.483870967742,"Recontract, Recontract, Recontract, Recontract, Recontract",,,5,0,5,0,0,0,0,1
CL0550,บริษัท ไทย บรอดคาสติ้ง จำกัด (สำนักงานใหญ่),Lunar,6,1,45000.0,2,6,7500.0,New Sales,หมดสัญญาปกติ,Competitor win,1,1,0,0,0,0,0,0
CL0551,บริษัท ทีวีแอลเค เซอร์วิสเซส จำกัด,Lunar,14,2,1350000.0,32,32,42187.5,"New Sales, Win Back",,,2,1,0,0,0,0,1,3
CL0556,มหาวิทยาลัยศรีนครินทรวิโรฒ,Other,15,2,194766.36,9,17,11456.844705882351,"New Sales, New Sales",,,2,2,0,0,0,0,0,4
CL0577,บริษัท ดิจิท ไทรบ์ จำกัด (สำนักงานใหญ่),Other,31,2,243000.0,9,35,6942.857142857143,"Win Back, Recontract",,,2,0,1,0,0,0,1,1
CL0587,บริษัท ฮิวแมน ไนซ์ เอ็กซ์พีเรียนซ์ จำกัด (สำนักงานใหญ่),Solar,28,1,170000.0,1,28,6071.428571428572,New Sales,,,1,1,0,0,0,0,0,1
CL0593,บริษัท อาร์เอส จำกัด (มหาชน) สำนักงานใหญ่,Solar,2,3,1380000.0,36,14,98571.42857142857,"Recontract, Win Back, Upsell",หมดสัญญาปกติ,Adhoc,3,0,1,0,0,1,1,3
CL0595,บริษัท เอสแอลอาร์ที จำกัด,Other,24,3,521441.0,14,29,17980.724137931036,"New Sales, Recontract, Recontract",,,3,1,2,0,0,0,0,1
CL0599,บริษัท คาราท (ประเทศไทย) จำกัด สำนักงานใหญ่,Lunar,31,1,138000.0,12,36,3833.3333333333335,New Sales,,,1,1,0,0,0,0,0,1
CL0601,กองทุนพัฒนาสื่อปลอดภัยและสร้างสรรค์ ,Lunar,2,3,2227289.0,18,10,222728.9,"Recontract (Delay), New Sales, Recontract (Delay)",,,3,1,0,2,0,0,0,3
CL0603,Centre for Humanitarian Dialogue (HD),Other,14,4,660000.0,24,24,27500.0,"Recontract, Recontract, Recontract, Recontract",,,4,0,4,0,0,0,0,3
CL0605,บริษัท เค พลัส เวิร์ค จำกัด (สำนักงานใหญ่),Lunar,22,3,624000.0,23,32,19500.0,"Recontract, Recontract, Recontract",,,3,0,3,0,0,0,0,1
CL0606,ศูนย์บริการวิชาการแห่งจุฬาลงกรณ์มหาวิทยาลัย,Other,31,1,112149.53,2,31,3617.726774193549,New Sales,,,1,1,0,0,0,0,0,1
CL0610,การกีฬาเเห่งประเทศไทย,Other,29,3,5598130.84,10,31,180584.8658064516,"New Sales, New Sales, New Sales",,,3,3,0,0,0,0,0,1
CL0615,สำนักงานพัฒนาธุรกรรมทางอิเล็กทรอนิกส์,Draco,15,1,80000.0,2,15,5333.333333333333,New Sales,,,1,1,0,0,0,0,0,4
CL0617,บริษัท แอ๊ฟฟินีตี้ โซลูชั่น จำกัด (สำนักงานใหญ่),Lunar,4,17,931500.0,35,16,58218.75,"Win Back, Recontract, Recontract, Recontract, Recontract, Recontract (Delay), Recontract (Delay), Recontract (Delay), Recontract (Delay), Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract, Recontract",หมดสัญญาปกติ,ตัด/ลด งบ,17,0,12,4,0,0,1,3
CL0619,บริษัท มติชน จํากัด (มหาชน),Other,34,4,240000.0,3,35,6857.142857142857,"Recontract, Recontract, Recontract, Recontract",,,4,0,4,0,0,0,0,1
CL0630,บริษัท ออริจิ้น คอนโดมิเนียม จำกัด,Lunar,9,5,498750.0,30,21,23750.0,"Recontract, Recontract, Recontract, Recontract (Delay), Recontract",Change HC,อื่นๆ,5,0,4,1,0,0,0,3
CL0633,บริษัท พาร์ค ลักชัวรี่ จำกัด,Lunar,9,5,498750.0,30,21,23750.0,"Recontract, Recontract, Recontract, Recontract (Delay), Recontract",Change HC,อื่นๆ,5,0,4,1,0,0,0,3
CL0634,บริษัท ดีแทค ไตรเน็ต จํากัด สํานักงานใหญ่  ,Solar,14,7,17793335.0,30,24,741388.9583333334,"Recontract, Upsell, Upsell, Recontract, Upsell, Upsell, Upsell",,,7,0,2,0,0,5,0,2
CL0636,สำนักงานโครงการพัฒนาแห่งสหประชาชาติ,Other,26,3,2032500.0,13,30,67750.0,"New Sales, Recontract, Recontract",,,3,1,2,0,0,0,0,1
CL0647,บริษัท ซี อาร์ ซี สปอร์ต จำกัด,Lunar,3,5,1912000.0,38,11,173818.18181818182,"Recontract, Upgrade, Recontract, Recontract, Win Back",,,5,0,3,0,1,0,1,3
CL0653,บริษัทแฟลช เอ็กซ์เพรส จำกัด  (สำนักงานใหญ่),Lunar,11,4,700000.0,27,26,26923.07692307692,"Recontract, Upsell, Recontract, Recontract",หมดสัญญาปกติ,Competitor win,4,0,3,0,0,1,0,3
CL0654,บริษัท สตูดิโอ แมงโก้ จำกัด (สำนักงานใหญ่),Lunar,14,1,110000.0,3,16,6875.0,New Sales,,,1,1,0,0,0,0,0,4
CL0655,บริษัท ดาต้า เฟิร์ส จำกัด,Lunar,31,4,170000.0,5,32,5312.5,"New Sales, Recontract, Recontract, Recontract",,,4,1,3,0,0,0,0,1
CL0659,บริษัท เด็พธเฟิร์สท จำกัด (สำนักงานใหญ่),Pegasus,4,1,320000.0,12,8,40000.0,Win Back,,,1,0,0,0,0,0,1,0
CL0662,บริษัท ไวท์บอร์ด จำกัด (สำนักงานใหญ่) ,Pegasus,20,1,60000.0,12,20,3000.0,New Sales,,,1,1,0,0,0,0,0,4
CL0666,U.S. Embassy Bangkok,Other,11,3,480000.0,31,27,17777.777777777777,"Win Back, Recontract, Recontract",,,3,0,2,0,0,0,1,3
CL0668,บริษัท 8 บรรทัด จำกัด (สำนักงานใหญ่),Lunar,30,1,300000.0,12,30,10000.0,Recontract,,,1,0,1,0,0,0,0,1
CL0670,บริษัท แอมเวย์ (ประเทศไทย) จำกัด ,Lunar,22,3,730000.0,13,27,27037.03703703704,"New Sales, New Sales, Win Back",,,3,2,0,0,0,0,1,1
CL0677,บริษัท พ็อพส์ (ประเทศไทย) จำกัด (สำนักงานใหญ่),Lunar,2,2,159999.99959999998,26,6,26666.6666,"New Sales, Recontract (Delay)",หมดสัญญาปกติ,,2,1,0,1,0,0,0,3
CL0679,บริษัท ดิจิทัล ทิปส์ จำกัด,Other,27,2,46728.97,3,28,1668.8917857142858,"New Sales, New Sales",,,2,2,0,0,0,0,0,1
CL0690,บริษัท ครีเอท อินเทลลิเจ้นซ์ จำกัด,Other,35,1,60000.0,1,35,1714.2857142857142,Recontract,,,1,0,1,0,0,0,0,1
CL0693,บริษัท ไทยโคโคนัท จำกัด (มหาชน),Other,36,1,300000.0,12,41,7317.073170731707,New Sales,,,1,1,0,0,0,0,0,1
CL0695,บริษัท เจโนไซส์ จำกัด (สำนักงานใหญ่),Pegasus,34,1,200000.0,12,34,5882.35294117647,Recontract,,,1,0,1,0,0,0,0,1
CL0696,บริษัท กอม เบ จำกัด,Lunar,13,1,275000.0,6,17,16176.470588235294,New Sales,Adhoc by Sales,Adhoc,1,1,0,0,0,0,0,4
CL0702,บริษัท เอลก้า ประเทศไทย จำกัด,Other,18,4,105000.0,11,23,4565.217391304348,"New Sales, New Sales, New Sales, Recontract",,,4,3,1,0,0,0,0,4
CL0703,บริษัท เบเยอร์ จำกัด,Other,10,3,900000.0,36,22,40909.09090909091,"Recontract, Recontract, Recontract",,,3,0,3,0,0,0,0,3
CL0719,บริษัท ซิสเท็ม เอเชีย คอร์ปอเรชั่น จำกัด,Pegasus,27,1,2000000.0,12,27,74074.07407407407,New Sales,,,1,1,0,0,0,0,0,1
CL0723,บริษัท ร็อคส์ พีซี จำกัด (สำนักงานใหญ่),Pegasus,22,1,300000.0,12,22,13636.363636363636,Recontract,,,1,0,1,0,0,0,0,4
CL0733,บริษัท ไทยประกันภัย จำกัด (มหาชน) ,Other,37,1,1000000.0,12,42,23809.52380952381,New Sales,,,1,1,0,0,0,0,0,1
CL0738,บริษัท ไอเดียแล็บ จำกัด,Pegasus,16,2,580000.0,29,26,22307.69230769231,"Recontract, Recontract",,,2,0,2,0,0,0,0,3
CL0744,บริษัท เอเชีย เอรา วัน จำกัด สำนักงานใหญ่,Solar,34,2,1050000.0,15,35,30000.0,"New Sales, Recontract",,,2,1,1,0,0,0,0,1
CL0745,บริษัท เอฟดับบลิวดี ประกันชีวิต จำกัด (มหาชน),Lunar,14,1,500000.0,10,14,35714.28571428572,New Sales,,,1,1,0,0,0,0,0,4
CL0748,บริษัท เน็คซัสมารเก็ตติ้ง 2456 จำกัด,Pegasus,5,2,500000.0,24,16,31250.0,"New Sales, New Sales",,,2,2,0,0,0,0,0,3
CL0761,บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน) สำนักงานใหญ่,Lunar,27,1,7000000.0,12,27,259259.25925925927,Recontract,,,1,0,1,0,0,0,0,1
CL0762,บริษัท ชีส ดิจิตอล เน็ตเวิร์ค จำกัด,Other,17,3,785000.0,31,27,29074.074074074077,"New Sales, Win Back, Recontract",,,3,1,1,0,0,0,1,3
CL0770,บริษัท เบย์ คอมพิวติ้ง จำกัด,Pegasus,13,1,357000.0,12,13,27461.53846153846,New Sales,,,1,1,0,0,0,0,0,4
CL0771,บริษัท  บัตรกรุงศรีอยุธยา  จำกัด,Pegasus,2,1,84000.0,12,2,42000.0,Recontract,,,1,0,1,0,0,0,0,0
CL0772,บริษัท  เจเนอรัล  คาร์ด  เซอร์วิสเซส  จำกัด,Pegasus,2,1,84000.0,12,2,42000.0,Recontract,,,1,0,1,0,0,0,0,0
CL0773,บริษัท โลตัสส์ มันนี่ เซอร์วิสเซส จำกัด,Pegasus,2,1,84000.0,12,2,42000.0,Recontract,,,1,0,1,0,0,0,0,0
CL0775,บริษัท ออพติมัม มีเดีย ไดเรคชั่น (ประเทศไทย) จำกัด สาขา 2,Pegasus,26,2,882000.0,15,30,29400.0,"New Sales, Recontract",,,2,1,1,0,0,0,0,1
CL0781,บริษัท เทนเซ็นต์ (ประเทศไทย) จำกัด,Lunar,14,3,1250000.0,24,23,54347.82608695652,"Recontract, New Sales, Recontract",,,3,1,2,0,0,0,0,3
CL0794,บริษัท เอสแอลซี อินเตอร์แล็บ,Other,32,1,215000.0,12,35,6142.857142857143,New Sales,,,1,1,0,0,0,0,0,1
CL0796,บริษัท บิวตี้วิลล์ จำกัด,Pegasus,11,1,100000.0,6,11,9090.90909090909,New Sales,,,1,1,0,0,0,0,0,0
CL0799,"TikTok Pte. Ltd.,",Pegasus,14,1,179600.0,3,15,11973.333333333334,New Sales,,,1,1,0,0,0,0,0,4
CL0801,บริษัท ลุคเกอร์ มีเดีย จำกัด,Other,35,1,600000.0,12,38,15789.473684210529,New Sales,,,1,1,0,0,0,0,0,1
CL0803,บริษัท ฮิวแมน แอคชีฟเม้นท์ เซอร์วิส จำกัด (สำนักงานใหญ่),Other,20,1,280373.83,0,20,14018.6915,New Sales,,,1,1,0,0,0,0,0,4
